MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_LA_15,P_LA_15-19,SOL_15,SOL_15-19
"70017","700355",ЛЕСЕНОВЦИ,LESENOVCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,21.44,12.32,4.55,13.94
"70262","705381",КАЧАПОР,KAČAPOR,БЛАЦЕ,BLACE,0.08,0.00,0.00,14.39
"71072","739928",ПРАЉА,PRALJA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,5.71
"70653","720135",РУДЊАК,RUDNJAK,КРАЉЕВО,KRALJEVO,0.31,0.00,0.00,49.26
"70025","700797",ГЛОГОВИЦА,GLOGOVICA,АЛЕКСИНАЦ,ALEKSINAC,79.46,78.03,68.67,92.42
"70602","717398",ГОРЊА СОКОЛОВИЦА,GORNJA SOKOLOVICA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,0.00,13.39
"70025","700924",ДОЊА ПЕШЧАНИЦА,DONJA PEŠČANICA,АЛЕКСИНАЦ,ALEKSINAC,26.11,3.23,2.09,7.27
"71064","738913",ЛОЗАН,LOZAN,СВРЉИГ,SVRLJIG,11.74,0.00,4.25,26.91
"71315","729612",ЧАМУРЛИЈА,ČAMURLIJA,ЦРВЕНИ КРСТ,CRVENI KRST,90.61,87.32,101.32,125.10
"70602","717932",СТАЊИНАЦ,STANJINAC,КЊАЖЕВАЦ,KNJAŽEVAC,26.13,0.00,7.46,26.38
"70017","700410",ПАРЧИН,PARČIN,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,51.73,41.86,11.07,20.66
"70653","719773",ЛОЗНО,LOZNO,КРАЉЕВО,KRALJEVO,25.18,3.30,3.30,16.55
"70823","727822",БРЕСТ,BREST,МЕРОШИНА,MEROŠINA,67.62,44.50,37.33,55.49
"71072","740012",СТРАЈИНИЋЕ,STRAJINIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,4.30
"71021","737003",БРВЕНИЦА,BRVENICA,РАШКА,RAŠKA,4.65,0.00,1.89,25.15
"70980","734888",МЕЂАНИ,MEĐANI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,12.87
"70017","700363",ЛЕСКОВИЦА,LESKOVICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,50.81,20.36,36.71,54.54
"70866","729710",БУРАЂА,BURAĐA,НОВА ВАРОШ,NOVA VAROŠ,16.51,7.02,11.32,29.50
"71145","741604",ДУБОКО,DUBOKO,УЖИЦЕ,UŽICE,65.31,51.12,116.83,173.36
"70025","700878",ГРЕДЕТИН,GREDETIN,АЛЕКСИНАЦ,ALEKSINAC,45.06,17.49,27.70,63.44
"70343","707066",БРУС,BRUS,БРУС,BRUS,100.00,100.00,316.86,279.01
"70980","734837",КОШЕВИНЕ,KOŠEVINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,57.38,38.65,78.76,98.73
"71307","729442",ПАСЈАЧА,PASJAČA,ПАНТЕЛЕЈ,PANTELEJ,41.88,31.44,9.71,30.08
"71323","729558",СУВИ ДО,SUVI DO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),100.00,100.00,231.46,283.49
"70084","703265",ЛАНИШТЕ,LANIŠTE,БЕЛА ПАЛАНКА,BELA PALANKA,23.69,10.77,5.34,14.63
"70971","734292",СОЧИЦЕ,SOČICE,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,31.79
"70017","700380",МРМОШ,MRMOŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,80.48,58.37,43.84,66.40
"70670","720739",ВЕЛИКИ ШИЉЕГОВАЦ,VELIKI ŠILJEGOVAC,КРУШЕВАЦ,KRUŠEVAC,37.74,15.89,80.55,125.78
"70980","735213",ЧАДИЊЕ,ČADINJE,ПРИЈЕПОЉЕ,PRIJEPOLJE,81.68,49.60,25.91,27.05
"71315","728985",ВРТИШТЕ,VRTIŠTE,ЦРВЕНИ КРСТ,CRVENI KRST,94.29,89.97,272.05,271.50
"70262","705527",ПРИДВОРИЦА,PRIDVORICA,БЛАЦЕ,BLACE,11.06,0.00,4.63,31.69
"70971","734217",ПЛАШЋЕ,PLAŠĆE,ПРИБОЈ,PRIBOJ,0.41,0.00,0.00,24.31
"70564","716103",ДЕВИЋИ,DEVIĆI,ИВАЊИЦА,IVANJICA,96.39,70.52,5.48,5.98
"71021","737224",КУРИЋИ,KURIĆI,РАШКА,RAŠKA,1.44,1.59,0.00,8.39
"71072","740047",СУГУБИНЕ,SUGUBINE,СЈЕНИЦА,SJENICA,8.68,0.00,1.60,13.06
"71021","736899",БЕЛА СТЕНА,BELA STENA,РАШКА,RAŠKA,37.32,22.23,21.26,44.61
"70998","735876",ЈУГОВАЦ,JUGOVAC,ПРОКУПЉЕ,PROKUPLJE,0.00,3.69,0.00,14.97
"71285","729370",НИШКА БАЊА,NIŠKA BANJA,НИШКА БАЊА,NIŠKA BANJA,100.00,100.00,332.76,328.12
"70998","735957",КРЊИ ГРАД,KRNJI GRAD,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,2.82
"71021","737518",ТРНАВА,TRNAVA,РАШКА,RAŠKA,3.49,0.63,1.60,52.62
"70670","721212",МАЛА ВРБНИЦА,MALA VRBNICA,КРУШЕВАЦ,KRUŠEVAC,84.00,56.79,17.99,20.90
"70670","720631",БОЈИНЦЕ,BOJINCE,КРУШЕВАЦ,KRUŠEVAC,47.55,0.00,7.68,14.05
"70602","717908",СВРЉИШКА ТОПЛА,SVRLJIŠKA TOPLA,КЊАЖЕВАЦ,KNJAŽEVAC,17.70,5.69,9.62,41.36
"70025","701254",РСОВАЦ,RSOVAC,АЛЕКСИНАЦ,ALEKSINAC,20.87,1.17,8.26,30.58
"70653","719358",БОЈАНИЋИ,BOJANIĆI,КРАЉЕВО,KRALJEVO,14.07,0.00,1.63,9.08
"70564","716219",КОВИЉЕ,KOVILJE,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,6.05
"70866","729655",АКМАЧИЋИ,AKMAČIĆI,НОВА ВАРОШ,NOVA VAROŠ,15.24,3.31,5.02,26.00
"70998","735477",ВЕЛИКА ПЛАНА,VELIKA PLANA,ПРОКУПЉЕ,PROKUPLJE,11.10,7.59,9.02,97.60
"71307","729396",ОРЕОВАЦ,OREOVAC,ПАНТЕЛЕЈ,PANTELEJ,29.15,13.67,10.16,32.53
"71072","740241",ШТАВАЉ,ŠTAVALJ,СЈЕНИЦА,SJENICA,11.41,3.06,11.03,36.07
"70343","707236",ДУПЦИ,DUPCI,БРУС,BRUS,32.44,18.50,16.42,57.35
"70025","701297",СТАНЦИ,STANCI,АЛЕКСИНАЦ,ALEKSINAC,29.00,18.54,6.89,24.73
"70017","700134",ВРБНИЦА,VRBNICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,62.06,43.09,31.41,56.97
"70670","721565",ТРЕБОТИН,TREBOTIN,КРУШЕВАЦ,KRUŠEVAC,62.13,37.56,32.82,34.81
"71064","739138",ШЉИВОВИК,ŠLJIVOVIK,СВРЉИГ,SVRLJIG,25.90,8.19,5.96,18.16
"70602","717711",МИЉКОВАЦ,MILJKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,11.70,1.48,6.94,43.48
"71021","737305",НОСОЉИН,NOSOLJIN,РАШКА,RAŠKA,8.81,4.73,4.14,22.83
"70998","735973",МАЂЕРЕ,MAĐERE,ПРОКУПЉЕ,PROKUPLJE,8.70,0.15,1.44,18.92
"70998","735914",КОНЧИЋ,KONČIĆ,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,13.55
"70998","736279",РЕСИНАЦ,RESINAC,ПРОКУПЉЕ,PROKUPLJE,10.25,0.00,1.09,10.97
"70262","705250",ВРБОВАЦ,VRBOVAC,БЛАЦЕ,BLACE,7.07,0.45,1.18,17.14
"70343","707368",КОВИОЦИ,KOVIOCI,БРУС,BRUS,61.83,34.06,13.79,24.70
"70564","716316",МЕДОВИНЕ,MEDOVINE,ИВАЊИЦА,IVANJICA,2.21,0.00,1.61,52.84
"70084","703303",МИРАНОВАЧКА КУЛА,MIRANOVAČKA KULA,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,0.00,1.14
"71170","742686",БУЧЈЕ,BUČJE,ТРСТЕНИК,TRSTENIK,21.59,0.01,5.09,13.44
"70602","717754",ОРЕШАЦ,OREŠAC,КЊАЖЕВАЦ,KNJAŽEVAC,52.52,44.99,22.32,44.08
"70343","707562",ТРШАНОВЦИ,TRŠANOVCI,БРУС,BRUS,64.45,46.32,41.49,61.29
"70670","720704",ВЕЛИКА ЛОМНИЦА,VELIKA LOMNICA,КРУШЕВАЦ,KRUŠEVAC,50.54,33.92,56.61,78.45
"70670","720941",ЖАБАРЕ,ŽABARE,КРУШЕВАЦ,KRUŠEVAC,68.10,26.37,25.78,33.56
"71072","739910",ПОНОРАЦ,PONORAC,СЈЕНИЦА,SJENICA,19.48,0.00,4.50,17.53
"71285","729191",ЈЕЛАШНИЦА,JELAŠNICA,НИШКА БАЊА,NIŠKA BANJA,74.45,84.50,118.75,150.58
"70262","705543",СИБНИЦА,SIBNICA,БЛАЦЕ,BLACE,0.83,0.00,0.37,31.86
"70343","707210",ДРЕНОВА,DRENOVA,БРУС,BRUS,22.92,14.80,23.04,45.95
"70084","703133",ДОЛАЦ (НАСЕЉЕ),DOLAC (NASELJE),БЕЛА ПАЛАНКА,BELA PALANKA,100.00,89.74,8.69,11.80
"71021","737470",СЕБИМИЉЕ,SEBIMILJE,РАШКА,RAŠKA,10.91,0.00,2.60,20.40
"71021","737178",КОПАОНИК,KOPAONIK,РАШКА,RAŠKA,58.11,48.64,604.50,494.10
"70980","734772",КАШИЦЕ,KAŠICE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,6.56
"71072","739235",БОЖОВ ПОТОК,BOŽOV POTOK,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,38.57
"71307","728977",ВРЕЛО,VRELO,ПАНТЕЛЕЈ,PANTELEJ,50.16,26.27,10.85,20.21
"70874","730491",КУЗМИЧЕВО,KUZMIČEVO,НОВИ ПАЗАР,NOVI PAZAR,24.06,9.66,8.90,29.95
"70262","705454",МУЗАЋЕ,MUZAĆE,БЛАЦЕ,BLACE,4.88,0.00,1.06,21.56
"71072","739316",ВЕСКОВИЋЕ,VESKOVIĆE,СЈЕНИЦА,SJENICA,7.83,0.00,0.32,3.59
"71323","728004",МРАМОР,MRAMOR,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),100.00,100.00,44.75,47.34
"70904","731307",БОШЊАНЕ,BOŠNJANE,ПАРАЋИН,PARAĆIN,49.20,35.58,44.48,87.59
"71145","741647",КАМЕНИЦА,KAMENICA,УЖИЦЕ,UŽICE,39.78,22.06,15.23,32.18
"70971","734250",ПРИБОЈСКЕ ЧЕЛИЦЕ,PRIBOJSKE ČELICE,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,23.88
"70866","729868",МИШЕВИЋИ,MIŠEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,21.93
"71315","729167",ДОЊИ КОМРЕН,DONJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,91.65,93.30,299.02,285.09
"71021","737127",ЗАРЕВО,ZAREVO,РАШКА,RAŠKA,0.00,0.00,0.00,12.38
"70602","718025",ЋУШТИЦА,ĆUŠTICA,КЊАЖЕВАЦ,KNJAŽEVAC,20.96,5.09,74.78,115.20
"71072","740209",ЧЕДОВО,ČEDOVO,СЈЕНИЦА,SJENICA,16.99,1.13,3.61,18.89
"71323","729159",ДОЊЕ МЕЂУРОВО,DONJE MEĐUROVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),93.27,100.00,265.97,298.88
"71307","792012",НИШ (ПАНТЕЛЕЈ),NIŠ (PANTELEJ),ПАНТЕЛЕЈ,PANTELEJ,100.00,100.00,1266.59,1268.70
"70084","703214",КОЗЈА,KOZJA,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,0.00,26.61
"70602","717444",ДЕЈАНОВАЦ,DEJANOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.03,0.00,0.00,30.31
"70041","701645",БОГОЈЕВИЋИ,BOGOJEVIĆI,АРИЉЕ,ARILJE,43.44,40.17,44.49,64.92
"70742","725994",КОТРАЖА,KOTRAŽA,ЛУЧАНИ,LUČANI,17.50,12.34,25.29,61.36
"70378","709336",ЦЕРНИЦА,CERNICA,ВАРВАРИН,VARVARIN,1.84,0.07,0.41,24.40
"70017","700495",РОГАВЧИНА,ROGAVČINA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.32,0.00,0.00,50.23
"70980","735108",СЕДОБРО,SEDOBRO,ПРИЈЕПОЉЕ,PRIJEPOLJE,18.31,5.65,13.00,29.44
"70564","716022",ВАСИЉЕВИЋИ,VASILJEVIĆI,ИВАЊИЦА,IVANJICA,2.12,0.00,0.52,19.61
"70343","707457",ОСРЕЦИ,OSRECI,БРУС,BRUS,0.00,0.00,0.00,45.39
"70653","719315",БАПСКО ПОЉЕ,BAPSKO POLJE,КРАЉЕВО,KRALJEVO,44.82,30.06,22.92,39.95
"71242","745952",РАЈАЦ,RAJAC,ЧАЧАК,ČAČAK,0.00,0.00,0.00,26.31
"70653","719838",МЕЉАНИЦА,MELJANICA,КРАЉЕВО,KRALJEVO,11.26,6.95,16.05,65.28
"70602","717274",ВАЛЕВАЦ,VALEVAC,КЊАЖЕВАЦ,KNJAŽEVAC,34.92,18.87,17.18,40.64
"71030","737674",КАЛУДРА,KALUDRA,РЕКОВАЦ,REKOVAC,28.18,8.69,8.90,29.75
"70955","733547",СВРАЧКОВО,SVRAČKOVO,ПОЖЕГА,POŽEGA,10.32,18.14,3.40,53.39
"71064","738859",ЂУРИНАЦ,ĐURINAC,СВРЉИГ,SVRLJIG,42.97,26.51,27.46,33.62
"71242","745839",МРЧАЈЕВЦИ,MRČAJEVCI,ЧАЧАК,ČAČAK,30.86,25.63,133.78,206.86
"70971","734098",ЗАГРАДИНА,ZAGRADINA,ПРИБОЈ,PRIBOJ,8.20,1.55,2.46,19.22
"71145","741639",ЗЛАКУСА,ZLAKUSA,УЖИЦЕ,UŽICE,97.40,67.23,62.63,86.25
"70653","720259",ТРГОВИШТЕ,TRGOVIŠTE,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,25.55
"71170","742724",ГОРЊА ОМАШНИЦА,GORNJA OMAŠNICA,ТРСТЕНИК,TRSTENIK,33.16,0.36,8.43,18.41
"70670","721310",МУДРАКОВАЦ,MUDRAKOVAC,КРУШЕВАЦ,KRUŠEVAC,100.00,100.00,235.32,231.69
"70025","700703",БРАДАРАЦ,BRADARAC,АЛЕКСИНАЦ,ALEKSINAC,25.89,7.87,6.25,22.07
"70602","717827",ПОНОР,PONOR,КЊАЖЕВАЦ,KNJAŽEVAC,12.05,4.38,7.05,36.31
"70262","705276",ГОРЊА ЈОШАНИЦА,GORNJA JOŠANICA,БЛАЦЕ,BLACE,4.83,0.00,1.77,38.23
"71021","736945",БИНИЋЕ,BINIĆE,РАШКА,RAŠKA,0.00,0.00,0.00,43.74
"71064","739014",ПЕРИШ,PERIŠ,СВРЉИГ,SVRLJIG,0.00,0.00,0.00,29.78
"70564","716308",МАСКОВА,MASKOVA,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,23.80
"70866","729965",ТРУДОВО,TRUDOVO,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,20.80
"71170","743062",РИЂЕВШТИЦА,RIĐEVŠTICA,ТРСТЕНИК,TRSTENIK,14.76,0.00,5.42,27.79
"70670","721514",СТАНЦИ,STANCI,КРУШЕВАЦ,KRUŠEVAC,86.86,50.35,38.13,37.76
"70564","716324",МЕЂУРЕЧЈЕ,MEĐUREČJE,ИВАЊИЦА,IVANJICA,100.00,94.26,9.53,9.32
"70980","734659",ЗАЛУГ,ZALUG,ПРИЈЕПОЉЕ,PRIJEPOLJE,72.28,47.16,23.19,23.34
"70653","719897",МИЛОЧАЈ,MILOČAJ,КРАЉЕВО,KRALJEVO,70.87,70.09,134.04,158.35
"70653","719927",МРСАЋ,MRSAĆ,КРАЉЕВО,KRALJEVO,67.06,80.91,125.60,195.57
"70602","717487",ДОЊЕ ЗУНИЧЕ,DONJE ZUNIČE,КЊАЖЕВАЦ,KNJAŽEVAC,29.18,14.07,22.48,46.97
"70866","729795",ДРАГЛИЦА,DRAGLICA,НОВА ВАРОШ,NOVA VAROŠ,6.84,0.36,6.02,57.19
"71196","744263",МОЈСИЊЕ,MOJSINJE,ЋИЋЕВАЦ,ĆIĆEVAC,38.76,8.15,4.27,8.11
"70670","721204",МАКРЕШАНЕ,MAKREŠANE,КРУШЕВАЦ,KRUŠEVAC,48.56,38.85,75.95,109.84
"70670","720798",ГАВЕЗ,GAVEZ,КРУШЕВАЦ,KRUŠEVAC,68.97,43.19,7.10,11.17
"70025","701203",ПОРОДИН,PORODIN,АЛЕКСИНАЦ,ALEKSINAC,20.17,2.34,9.13,32.72
"71315","729345",МИЉКОВАЦ,MILJKOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,66.74,37.30,22.48,35.52
"70653","720127",РУДНО,RUDNO,КРАЉЕВО,KRALJEVO,15.59,4.33,8.17,35.15
"71315","729426",ПАЉИНА,PALJINA,ЦРВЕНИ КРСТ,CRVENI KRST,45.22,16.39,18.56,41.39
"70980","735078",ПРИЈЕПОЉЕ,PRIJEPOLJE,ПРИЈЕПОЉЕ,PRIJEPOLJE,99.13,91.87,562.53,403.05
"70025","701084",КУЛИНА,KULINA,АЛЕКСИНАЦ,ALEKSINAC,45.38,10.51,14.44,31.61
"71315","729124",ДОЊА ТРНАВА,DONJA TRNAVA,ЦРВЕНИ КРСТ,CRVENI KRST,57.95,42.56,56.26,77.25
"71064","738735",БУРДИМО,BURDIMO,СВРЉИГ,SVRLJIG,25.86,0.00,11.66,35.60
"70866","729817",ДРМАНОВИЋИ,DRMANOVIĆI,НОВА ВАРОШ,NOVA VAROŠ,18.77,6.85,34.02,84.16
"70025","700657",БАНКОВАЦ,BANKOVAC,АЛЕКСИНАЦ,ALEKSINAC,70.35,29.85,6.84,12.48
"70378","709271",ОБРЕЖ,OBREŽ,ВАРВАРИН,VARVARIN,42.41,16.68,74.67,135.49
"70653","719862",МИЛАКОВАЦ,MILAKOVAC,КРАЉЕВО,KRALJEVO,50.88,35.67,46.65,82.37
"71170","742945",МИЈАЈЛОВАЦ,MIJAJLOVAC,ТРСТЕНИК,TRSTENIK,23.37,0.00,8.00,22.94
"70041","701807",РАДОШЕВО,RADOŠEVO,АРИЉЕ,ARILJE,0.00,0.00,0.00,27.58
"70653","719463",ВРДИЛА,VRDILA,КРАЉЕВО,KRALJEVO,84.60,96.33,154.54,184.62
"70378","709247",МАЛА КРУШЕВИЦА,MALA KRUŠEVICA,ВАРВАРИН,VARVARIN,44.77,5.40,8.69,20.14
"70653","719579",ДРАЖИНИЋЕ,DRAŽINIĆE,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,11.57
"70017","700525",СТАЊЕВО,STANJEVO,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,100.00,95.72,112.82,114.06
"70602","717568",ИНОВО,INOVO,КЊАЖЕВАЦ,KNJAŽEVAC,36.67,14.98,10.47,21.37
"71242","745715",КОЊЕВИЋИ,KONJEVIĆI,ЧАЧАК,ČAČAK,100.00,100.00,238.18,238.62
"71242","745430",БАЛУГА (ЉУБИЋСКА),BALUGA (LJUBIĆSKA),ЧАЧАК,ČAČAK,81.04,100.00,80.94,111.66
"70319","706230",ВАЛАКОЊЕ,VALAKONJE,БОЉЕВАЦ,BOLJEVAC,13.23,1.76,20.77,102.14
"71030","737569",БЕЛУШИЋ,BELUŠIĆ,РЕКОВАЦ,REKOVAC,53.06,29.57,46.06,75.69
"70670","721166",ЛУКАВАЦ,LUKAVAC,КРУШЕВАЦ,KRUŠEVAC,92.49,69.61,20.96,24.93
"70971","734268",РАЧА,RAČA,ПРИБОЈ,PRIBOJ,19.99,18.88,65.18,177.28
"70602","717533",ЖУКОВАЦ,ŽUKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,26.97,7.71,11.19,28.51
"70041","701840",ЦЕРОВА,CEROVA,АРИЉЕ,ARILJE,68.35,74.92,99.03,125.67
"71030","737712",ЛОМНИЦА,LOMNICA,РЕКОВАЦ,REKOVAC,54.66,19.95,18.92,36.39
"70602","717894",РЕПУШНИЦА,REPUŠNICA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,0.00,21.83
"70602","718076",ШТРБАЦ,ŠTRBAC,КЊАЖЕВАЦ,KNJAŽEVAC,27.34,12.68,16.34,36.50
"70742","725919",ДЉИН,DLJIN,ЛУЧАНИ,LUČANI,32.85,36.28,56.18,135.68
"71170","742791",ДОЊА ЦРНИШАВА,DONJA CRNIŠAVA,ТРСТЕНИК,TRSTENIK,26.73,4.30,6.60,20.82
"70564","716014",БУДОЖЕЉА,BUDOŽELJA,ИВАЊИЦА,IVANJICA,9.27,0.87,4.76,39.29
"70025","701017",ЈАСЕЊЕ,JASENJE,АЛЕКСИНАЦ,ALEKSINAC,41.11,20.63,10.05,18.69
"70564","716367",ОСОНИЦА,OSONICA,ИВАЊИЦА,IVANJICA,3.32,0.00,3.64,80.38
"70602","717835",ПОТРКАЊЕ,POTRKANJE,КЊАЖЕВАЦ,KNJAŽEVAC,62.43,27.46,12.69,20.54
"70602","717240",БОЖИНОВАЦ,BOŽINOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,21.92,2.07,4.52,15.72
"70971","734314",ХЕРЦЕГОВАЧКА ГОЛЕША,HERCEGOVAČKA GOLEŠA,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,37.60
"70602","717312",ВИНА,VINA,КЊАЖЕВАЦ,KNJAŽEVAC,32.75,20.78,36.96,55.51
"70459","712469",РУЂИНЦИ,RUĐINCI,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,80.02,77.00,215.73,304.37
"71129","740861",ЛЕВОВИК,LEVOVIK,СОКОБАЊА,SOKOBANJA,7.33,0.75,4.26,47.40
"70602","717541",ЗОРУНОВАЦ,ZORUNOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,25.84,16.29,12.29,32.42
"70971","734241",ПРИБОЈСКА ГОЛЕША,PRIBOJSKA GOLEŠA,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,38.94
"70670","720992",ЈАСИКА,JASIKA,КРУШЕВАЦ,KRUŠEVAC,79.26,58.90,108.17,99.26
"70459","712485",ШТУЛАЦ,ŠTULAC,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,99.30,98.62,96.34,147.80
"70602","717967",СТОГАЗОВАЦ,STOGAZOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,30.94,3.88,9.31,23.59
"70564","716286",ЛУКЕ,LUKE,ИВАЊИЦА,IVANJICA,14.12,1.70,18.16,95.95
"70602","717851",РАВНА,RAVNA,КЊАЖЕВАЦ,KNJAŽEVAC,44.33,16.80,17.63,31.93
"70041","701637",БЈЕЛУША,BJELUŠA,АРИЉЕ,ARILJE,0.00,0.00,0.00,54.12
"70459","712370",ВУКУШИЦА,VUKUŠICA,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,60.27,81.02,15.34,41.83
"70670","720658",БРАЈКОВАЦ,BRAJKOVAC,КРУШЕВАЦ,KRUŠEVAC,64.77,26.69,13.50,19.73
"70670","721573",ТРМЧАРЕ,TRMČARE,КРУШЕВАЦ,KRUŠEVAC,84.10,49.76,49.10,53.47
"71170","742996",ПАЈСАК,PAJSAK,ТРСТЕНИК,TRSTENIK,86.23,0.00,2.77,2.94
"70670","720925",ДОЊИ СТЕПОШ,DONJI STEPOŠ,КРУШЕВАЦ,KRUŠEVAC,79.28,65.09,28.39,33.85
"71064","738727",БЕЛОИЊЕ,BELOINJE,СВРЉИГ,SVRLJIG,24.30,5.83,13.65,39.32
"70866","729906",РАДИЈЕВИЋИ,RADIJEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,3.83,0.00,1.24,26.11
"70742","725862",ГУБЕРЕВЦИ,GUBEREVCI,ЛУЧАНИ,LUČANI,5.02,0.76,3.38,50.62
"71170","742872",ЛОЗНА,LOZNA,ТРСТЕНИК,TRSTENIK,20.83,14.81,10.62,42.57
"71170","743119",СЕЛИШТЕ,SELIŠTE,ТРСТЕНИК,TRSTENIK,36.74,7.76,12.99,25.51
"71005","736651",ЧУБУРА,ČUBURA,РАЖАЊ,RAŽANJ,39.54,11.12,7.88,13.54
"70602","717479",ДОЊА СОКОЛОВИЦА,DONJA SOKOLOVICA,КЊАЖЕВАЦ,KNJAŽEVAC,25.39,9.79,7.63,24.26
"70653","719536",ДЕДЕВЦИ,DEDEVCI,КРАЉЕВО,KRALJEVO,92.74,52.65,36.39,45.35
"70378","709239",КАРАНОВАЦ,KARANOVAC,ВАРВАРИН,VARVARIN,46.63,23.97,24.03,47.82
"70602","717665",КОЖЕЉ,KOŽELJ,КЊАЖЕВАЦ,KNJAŽEVAC,16.99,5.64,14.82,58.97
"71307","729205",КАМЕНИЦА,KAMENICA,ПАНТЕЛЕЈ,PANTELEJ,71.78,63.81,296.62,389.90
"70564","716235",КОРИТНИК,KORITNIK,ИВАЊИЦА,IVANJICA,6.77,2.07,11.61,107.06
"71064","739081",РИБАРЕ,RIBARE,СВРЉИГ,SVRLJIG,27.41,13.32,17.40,36.22
"71315","728918",БЕРЧИНАЦ,BERČINAC,ЦРВЕНИ КРСТ,CRVENI KRST,71.54,40.02,15.91,24.39
"70602","717584",ЈАЛОВИК ИЗВОР,JALOVIK IZVOR,КЊАЖЕВАЦ,KNJAŽEVAC,28.96,2.25,22.97,63.75
"71072","739260",БОРОВИЋЕ,BOROVIĆE,СЈЕНИЦА,SJENICA,1.46,0.00,0.00,3.51
"70025","700886",ГРЕЈАЧ,GREJAČ,АЛЕКСИНАЦ,ALEKSINAC,50.09,20.50,21.17,40.79
"70670","721336",ПАДЕЖ,PADEŽ,КРУШЕВАЦ,KRUŠEVAC,59.99,21.83,37.30,46.29
"71005","736619",СМИЛОВАЦ,SMILOVAC,РАЖАЊ,RAŽANJ,5.40,0.00,2.16,38.39
"70955","733512",РОГЕ,ROGE,ПОЖЕГА,POŽEGA,5.43,1.24,2.28,41.49
"71030","737666",КАЛЕНИЋКИ ПРЊАВОР,KALENIĆKI PRNJAVOR,РЕКОВАЦ,REKOVAC,11.93,3.78,7.29,39.98
"70360","709107",ТУПАНЦИ,TUPANCI,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,10.98
"70661","720500",РАВНАЈА,RAVNAJA,КРУПАЊ,KRUPANJ,4.22,0.02,0.82,18.04
"70165","704130",МЕДОШЕВАЦ,MEDOŠEVAC,ЛАЗАРЕВАЦ,LAZAREVAC,98.88,100.00,412.23,489.85
"70912","731790",ДУБОЧКА,DUBOČKA,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,51.77,25.33,39.47,60.40
"70173","704334",ВЕЛИКА ИВАНЧА,VELIKA IVANČA,МЛАДЕНОВАЦ,MLADENOVAC,53.74,48.03,106.49,248.86
"70173","704407",КОВАЧЕВАЦ,KOVAČEVAC,МЛАДЕНОВАЦ,MLADENOVAC,62.91,63.51,275.78,449.94
"70637","718513",КОЦЕЉЕВА,KOCELJEVA,КОЦЕЉЕВА,KOCELJEVA,61.46,39.38,346.51,422.18
"70912","731978",РАНОВАЦ,RANOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,8.50,0.46,17.53,155.30
