MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_1,P_2,P_3,P_4,P_5,P_6,Mean_ELEV
"71161","742333",ГОРЊИ СТАЈЕВАЦ,GORNJI STAJEVAC,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,10.35,88.45,1.20,1156.11
"70432","711764",МАРГАНЦЕ,MARGANCE,ВРАЊЕ,VRANJE,0.00,0.00,9.82,90.18,0.00,0.00,862.05
"70335","706876",НАЗАРИЦА,NAZARICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,62.61,37.39,1447.64
"70351","707899",КЛИНОВАЦ,KLINOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,32.72,67.28,0.00,0.00,0.00,538.10
"70432","711730",ЛЕПЧИНЦЕ,LEPČINCE,ВРАЊЕ,VRANJE,0.00,0.00,73.10,26.90,0.00,0.00,765.11
"71161","742295",ГОЛОЧЕВАЦ,GOLOČEVAC,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.35,10.27,87.58,1.80,1208.17
"70335","706612",БРАНКОВЦИ,BRANKOVCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,14.96,51.32,33.71,0.00,956.98
"70432","712264",ЋУРКОВИЦА,ĆURKOVICA,ВРАЊЕ,VRANJE,0.00,0.00,14.38,62.32,23.31,0.00,921.47
"70351","707821",ЖУЖЕЉИЦА,ŽUŽELJICA,БУЈАНОВАЦ,BUJANOVAC,0.00,99.51,0.49,0.00,0.00,0.00,433.09
"70351","707937",КРШЕВИЦА,KRŠEVICA,БУЈАНОВАЦ,BUJANOVAC,0.00,78.24,21.76,0.00,0.00,0.00,461.11
"70432","712191",СУРДУЛ,SURDUL,ВРАЊЕ,VRANJE,0.00,0.00,42.10,42.36,15.55,0.00,848.66
"71161","742554",ЦРВЕНИ ГРАД,CRVENI GRAD,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.07,84.16,15.77,1351.99
"70351","708054",ОСЛАРЕ,OSLARE,БУЈАНОВАЦ,BUJANOVAC,0.00,63.65,36.35,0.00,0.00,0.00,489.25
"70335","706949",РИБАРЦИ,RIBARCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,40.39,56.28,3.33,0.00,821.51
"70351","707694",БУЈАНОВАЦ,BUJANOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,90.13,9.87,0.00,0.00,0.00,425.17
"71161","742511",РАДОВНИЦА,RADOVNICA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,9.86,87.59,2.55,1190.02
"70351","707775",ДОБРОСИН,DOBROSIN,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,100.00,0.00,0.00,0.00,642.47
"70432","711667",КОЋУРА,KOĆURA,ВРАЊЕ,VRANJE,0.00,0.00,3.55,28.97,65.25,2.23,1120.44
"70351","707996",ЛУЧАНЕ,LUČANE,БУЈАНОВАЦ,BUJANOVAC,0.00,39.10,60.90,0.00,0.00,0.00,524.96
"70351","708003",ЉИЉАНЦЕ,LJILJANCE,БУЈАНОВАЦ,BUJANOVAC,0.00,72.07,27.93,0.00,0.00,0.00,464.76
"70432","711373",ГОРЊЕ ПУНУШЕВЦЕ,GORNJE PUNUŠEVCE,ВРАЊЕ,VRANJE,0.00,0.00,6.64,33.25,60.11,0.00,1028.01
"70432","711829",МИЛАНОВО,MILANOVO,ВРАЊЕ,VRANJE,0.00,71.39,28.61,0.00,0.00,0.00,472.16
"70432","711365",ГОРЊЕ ЖАПСКО,GORNJE ŽAPSKO,ВРАЊЕ,VRANJE,0.00,0.48,99.52,0.00,0.00,0.00,601.71
"70432","711357",ГОРЊА ОТУЉА,GORNJA OTULJA,ВРАЊЕ,VRANJE,0.00,0.04,96.97,2.99,0.00,0.00,643.30
"71161","742473",НОВИ ГЛОГ,NOVI GLOG,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.00,98.92,1.08,1304.80
"70335","706639",БРЕСНИЦА,BRESNICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,1.46,40.23,51.53,6.78,1118.60
"70335","706965",ЦРНОШТИЦА,CRNOŠTICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,5.32,80.53,14.16,1293.95
"70351","707813",ЖБЕВАЦ,ŽBEVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,72.49,27.51,0.00,0.00,0.00,455.63
"70432","711454",ДОЊЕ ЖАПСКО,DONJE ŽAPSKO,ВРАЊЕ,VRANJE,0.00,67.52,32.48,0.00,0.00,0.00,481.15
"70351","708224",ТУРИЈА,TURIJA,БУЈАНОВАЦ,BUJANOVAC,0.00,63.76,36.24,0.00,0.00,0.00,472.18
"70432","711381",ГОРЊЕ ТРЕБЕШИЊЕ,GORNJE TREBEŠINJE,ВРАЊЕ,VRANJE,0.00,16.88,83.12,0.00,0.00,0.00,554.58
"70351","708127",РАКОВАЦ,RAKOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,100.00,0.00,0.00,0.00,0.00,415.07
"70432","711420",ДАВИДОВАЦ,DAVIDOVAC,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,409.21
"71358","712124",СТАРИ ГЛОГ,STARI GLOG,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,4.55,31.23,64.22,0.00,1077.71
"70432","711209",БАРБАРУШИНЦЕ,BARBARUŠINCE,ВРАЊЕ,VRANJE,0.00,0.00,20.94,56.03,23.03,0.00,896.48
"70432","711985",РАТАЈЕ,RATAJE,ВРАЊЕ,VRANJE,0.00,86.47,13.53,0.00,0.00,0.00,414.98
"71358","711659",КОРБУЛ,KORBUL,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,5.16,27.61,67.23,0.00,1081.11
"70351","707902",КОНЧУЉ,KONČULJ,БУЈАНОВАЦ,BUJANOVAC,0.00,43.12,56.88,0.00,0.00,0.00,504.64
"70335","706914",РАЈЧИЛОВЦИ,RAJČILOVCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,33.43,37.34,29.23,0.00,892.84
"70432","712116",СТАРА БРЕЗОВИЦА,STARA BREZOVICA,ВРАЊЕ,VRANJE,0.00,0.00,1.85,31.77,66.38,0.00,1068.46
"70432","712329",ЦРНИ ЛУГ,CRNI LUG,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,410.03
"70432","712019",РИСТОВАЦ,RISTOVAC,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,397.31
"70335","706850",МЛЕКОМИНЦИ,MLEKOMINCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,33.72,66.28,0.00,0.00,827.49
"70335","706647",БУЦЕЉЕВО,BUCELJEVO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,1.65,51.12,47.24,0.00,1061.01
"70335","706787",ДУКАТ,DUKAT,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,78.79,21.21,1388.28
"70351","708186",СРПСКА КУЋА,SRPSKA KUĆA,БУЈАНОВАЦ,BUJANOVAC,0.00,100.00,0.00,0.00,0.00,0.00,403.54
"70432","711217",БАРЕЛИЋ,BARELIĆ,ВРАЊЕ,VRANJE,0.00,0.00,0.00,18.12,81.88,0.00,1097.13
"70432","711870",НОВА БРЕЗОВИЦА,NOVA BREZOVICA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.44,99.53,0.03,1250.40
"70432","711853",НАСТАВЦЕ,NASTAVCE,ВРАЊЕ,VRANJE,0.00,0.00,99.20,0.80,0.00,0.00,651.93
"70432","711969",ПРЕОБРАЖЕЊЕ,PREOBRAŽENJE,ВРАЊЕ,VRANJE,0.00,18.19,81.81,0.00,0.00,0.00,565.29
"70335","706906",РАДИЧЕВЦИ,RADIČEVCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,43.74,56.26,0.00,0.00,806.93
"70432","711284",ВИШЕВЦЕ,VIŠEVCE,ВРАЊЕ,VRANJE,0.00,0.00,7.56,48.86,43.58,0.00,980.47
"71161","742252",БАБИНА ПОЉАНА,BABINA POLJANA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.00,87.21,12.79,1373.55
"70432","711446",ДОЊА ОТУЉА,DONJA OTULJA,ВРАЊЕ,VRANJE,0.00,68.45,31.55,0.00,0.00,0.00,477.82
"70432","711187",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ВРАЊЕ,VRANJE,0.00,99.48,0.52,0.00,0.00,0.00,419.80
"70351","707864",КАРАДНИК,KARADNIK,БУЈАНОВАЦ,BUJANOVAC,0.00,94.83,5.17,0.00,0.00,0.00,427.40
"70432","711756",ЛУКОВО,LUKOVO,ВРАЊЕ,VRANJE,0.00,1.04,62.61,36.33,0.02,0.00,748.05
"70432","711390",ГОРЊИ НЕРАДОВАЦ,GORNJI NERADOVAC,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,428.95
"70335","706604",БОСИЛЕГРАД,BOSILEGRAD,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,22.54,58.75,18.71,0.00,896.76
"71358","711543",ДУГА ЛУКА,DUGA LUKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,4.09,73.72,21.98,0.20,0.00,700.83
"71358","711934",ПРВОНЕК,PRVONEK,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,44.46,28.82,26.71,0.00,873.77
"70335","706655",ГЛОЖЈЕ,GLOŽJE,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.28,15.82,67.67,16.23,1247.32
"71137","741434",ТОПЛИ ДОЛ,TOPLI DOL,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,62.93,37.07,1447.55
"70351","707830",ЗАРБИНЦЕ,ZARBINCE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,1.14,21.21,77.65,0.00,1080.54
"70432","711527",ДРЕНОВАЦ,DRENOVAC,ВРАЊЕ,VRANJE,0.00,0.00,14.60,48.70,36.69,0.00,950.37
"70335","706884",ПАРАЛОВО,PARALOVO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.43,13.65,84.81,1.12,1167.70
"70432","711705",КУПИНИНЦЕ,KUPININCE,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,387.43
"70432","711900",ПАВЛОВАЦ,PAVLOVAC,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,406.68
"70335","706574",БЕЛУТ,BELUT,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,5.78,93.73,0.49,0.00,889.11
"70335","706817",ИЗВОР,IZVOR,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.69,68.74,30.57,0.00,976.74
"70432","712159",СТРОПСКО,STROPSKO,ВРАЊЕ,VRANJE,0.00,91.25,8.75,0.00,0.00,0.00,464.77
"70432","712256",ЋУКОВАЦ,ĆUKOVAC,ВРАЊЕ,VRANJE,0.00,95.52,4.48,0.00,0.00,0.00,419.48
"70335","706922",РЕСЕН,RESEN,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.98,69.63,29.39,0.00,970.44
"70351","708011",МАЛИ ТРНОВАЦ,MALI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,2.69,97.31,0.00,0.00,0.00,584.59
"70432","711489",ДОЊЕ ТРЕБЕШИЊЕ,DONJE TREBEŠINJE,ВРАЊЕ,VRANJE,0.00,94.85,5.15,0.00,0.00,0.00,426.77
"71358","711195",БАБИНА ПОЉАНА,BABINA POLJANA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.97,18.91,73.58,6.54,1168.70
"70432","712094",СРЕДЊИ ДЕЛ,SREDNJI DEL,ВРАЊЕ,VRANJE,0.00,0.00,10.31,67.86,21.83,0.00,924.61
"70432","711497",ДОЊИ НЕРАДОВАЦ,DONJI NERADOVAC,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,396.58
"70351","707716",ВЕЛИКИ ТРНОВАЦ,VELIKI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,51.24,47.51,1.25,0.00,0.00,517.19
"70432","711578",ЗЛАТОКОП,ZLATOKOP,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,383.87
"70432","712213",ТИБУЖДЕ,TIBUŽDE,ВРАЊЕ,VRANJE,0.00,51.56,48.42,0.03,0.00,0.00,509.49
"70432","711993",РИБИНЦЕ,RIBINCE,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,392.70
"70335","706680",ГОРЊА ЉУБАТА,GORNJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.49,86.43,13.08,1330.37
"70351","707970",ЛОПАРДИНЦЕ,LOPARDINCE,БУЈАНОВАЦ,BUJANOVAC,0.00,44.73,35.20,20.07,0.00,0.00,604.84
"70432","711225",БЕЛИ БРЕГ,BELI BREG,ВРАЊЕ,VRANJE,0.00,0.07,99.86,0.07,0.00,0.00,603.61
"70432","711551",ДУЛАН,DULAN,ВРАЊЕ,VRANJE,0.00,34.42,65.58,0.00,0.00,0.00,524.81
"71358","711721",ЛЕВА РЕКА,LEVA REKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,76.16,23.84,0.00,0.00,729.88
"71358","711748",ЛИПОВАЦ,LIPOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,22.65,76.46,0.90,0.00,859.86
"70335","706710",ГРУЈИНЦИ,GRUJINCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,21.87,70.20,7.93,1181.21
"70432","711535",ДУБНИЦА,DUBNICA,ВРАЊЕ,VRANJE,0.00,15.76,39.66,16.42,28.15,0.00,772.59
"70335","706892",ПЛОЧА,PLOČA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,72.39,27.61,1432.74
"70432","711977",РАНУТОВАЦ,RANUTOVAC,ВРАЊЕ,VRANJE,0.00,81.19,18.81,0.00,0.00,0.00,451.93
"70351","707805",ЂОРЂЕВАЦ,ĐORĐEVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.64,60.71,38.65,0.00,974.89
"71358","711314",ВРАЊСКА БАЊА,VRANJSKA BANJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,74.49,24.75,0.77,0.00,0.00,454.90
"70432","711241",БРЕСНИЦА,BRESNICA,ВРАЊЕ,VRANJE,0.00,83.67,16.33,0.00,0.00,0.00,439.49
"70335","706841",МИЛЕВЦИ,MILEVCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,4.27,64.15,31.58,1376.89
"71358","711250",БУЈКОВАЦ,BUJKOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,38.71,54.08,7.21,0.00,0.00,559.99
"70432","711772",МЕЧКОВАЦ,MEČKOVAC,ВРАЊЕ,VRANJE,0.00,2.49,79.51,16.06,1.94,0.00,677.02
"70432","712337",ЧЕСТЕЛИН,ČESTELIN,ВРАЊЕ,VRANJE,0.00,0.00,4.19,34.42,61.39,0.00,1028.77
"71358","712302",ЦРНИ ВРХ,CRNI VRH,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,4.18,21.51,69.04,5.26,1148.96
"70432","711594",КАТУН,KATUN,ВРАЊЕ,VRANJE,0.00,61.26,22.13,16.60,0.01,0.00,558.61
"70335","706868",МУСУЉ,MUSULJ,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,62.64,37.36,1431.17
"70335","706744",ДОЊА ЉУБАТА,DONJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,6.61,81.61,11.78,1277.61
"71358","711586",ИЗУМНО,IZUMNO,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,9.63,68.21,22.15,0.00,0.00,689.68
"71358","712221",ТОПЛАЦ,TOPLAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,44.38,55.62,0.00,0.00,0.00,512.59
"70432","711837",МИЛИВОЈЦЕ,MILIVOJCE,ВРАЊЕ,VRANJE,0.00,0.00,56.87,24.64,18.49,0.00,770.50
"70351","707678",БРЕЗНИЦА,BREZNICA,БУЈАНОВАЦ,BUJANOVAC,0.00,2.04,84.17,13.78,0.00,0.00,679.70
"70432","711322",ВРТОГОШ,VRTOGOŠ,ВРАЊЕ,VRANJE,0.00,32.86,38.04,27.95,1.15,0.00,664.02
"70335","706566",БАРЈЕ,BARJE,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,46.02,53.98,1517.39
"71358","711691",КУМАРЕВО,KUMAREVO,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,81.30,18.70,0.00,0.00,0.00,426.32
"70432","712086",СОДЕРЦЕ,SODERCE,ВРАЊЕ,VRANJE,0.00,0.01,96.78,3.21,0.00,0.00,630.29
"71358","712060",СЛИВНИЦА,SLIVNICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,13.20,45.95,40.85,0.00,967.20
"70432","712183",СУВИ ДОЛ,SUVI DOL,ВРАЊЕ,VRANJE,0.00,100.00,0.00,0.00,0.00,0.00,420.85
"70335","706736",ДОЊА ЛИСИНА,DONJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,17.04,78.00,4.95,1191.07
"71358","711632",КОРБЕВАЦ,KORBEVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,57.78,35.76,6.46,0.00,0.00,511.91
"70432","711608",КЛАШНИЦЕ,KLAŠNICE,ВРАЊЕ,VRANJE,0.00,0.18,34.03,32.79,33.00,0.00,886.92
"70416","710512",ПРИБОЈ,PRIBOJ,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,52.18,46.19,1.63,0.00,0.00,501.06
"71358","711861",НЕСВРТА,NESVRTA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,2.81,21.85,75.34,0.00,1087.87
"71358","711616",КЛИСУРИЦА,KLISURICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,60.49,38.22,1.29,0.00,762.41
"71358","711675",КРИВА ФЕЈА,KRIVA FEJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.16,5.32,80.82,13.71,1277.26
"70335","706671",ГОРЊА ЛИСИНА,GORNJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,3.58,85.22,11.21,1273.51
"70432","711306",ВРАЊЕ,VRANJE,ВРАЊЕ,VRANJE,0.00,59.79,24.45,7.57,8.19,0.00,562.95
"70432","712051",СИКИРЈЕ,SIKIRJE,ВРАЊЕ,VRANJE,0.00,0.00,31.63,46.83,21.53,0.00,888.03
"70351","708208",СУХАРНО,SUHARNO,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,8.64,91.36,0.00,1112.11
"70335","706752",ДОЊА РЖАНА,DONJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,79.44,20.56,1377.65
"70351","708020",МУХОВАЦ,MUHOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,70.76,24.65,4.59,0.00,758.66
"70432","711845",МОШТАНИЦА,MOŠTANICA,ВРАЊЕ,VRANJE,0.00,66.54,33.46,0.00,0.00,0.00,473.28
"70432","711926",ПЉАЧКОВИЦА,PLJAČKOVICA,ВРАЊЕ,VRANJE,0.00,0.00,27.22,25.81,46.97,0.00,944.76
"70351","708119",РАВНО БУЧЈЕ,RAVNO BUČJE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,22.27,49.18,28.55,0.00,922.00
"70416","710431",МАЗАРАЋ,MAZARAĆ,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,53.00,47.00,0.00,0.00,0.00,506.35
"70351","707759",НОВО СЕЛО,NOVO SELO,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.72,17.43,81.85,0.00,1075.59
"70432","712167",СТРУГАНИЦА,STRUGANICA,ВРАЊЕ,VRANJE,0.00,0.44,99.56,0.00,0.00,0.00,634.53
"71358","712043",СЕБЕВРАЊЕ,SEBEVRANJE,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,1.49,64.47,29.57,4.47,0.00,730.85
"70432","711233",БОЈИН ДЕЛ,BOJIN DEL,ВРАЊЕ,VRANJE,0.00,0.00,26.68,41.10,32.22,0.00,906.86
"70335","706698",ГОРЊА РЖАНА,GORNJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,49.26,50.74,1493.72
"70351","708259",ЧАР,ČAR,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,13.88,68.73,17.39,0.00,909.75
"70432","711438",ДОБРЕЈАНЦЕ,DOBREJANCE,ВРАЊЕ,VRANJE,0.00,0.00,38.48,40.86,20.66,0.00,851.64
"70416","710105",БАЧВИШТЕ,BAČVIŠTE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,52.40,47.60,0.00,0.00,0.00,502.73
"71137","741060",БИНОВЦЕ,BINOVCE,СУРДУЛИЦА,SURDULICA,0.00,85.82,14.18,0.00,0.00,0.00,441.71
"71137","746665",БЕЛО ПОЉЕ,BELO POLJE,СУРДУЛИЦА,SURDULICA,0.00,87.70,12.30,0.00,0.00,0.00,472.06
"71137","741272",КОЛУНИЦА,KOLUNICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,61.15,38.85,1470.68
"71137","741396",СУВОЈНИЦА,SUVOJNICA,СУРДУЛИЦА,SURDULICA,0.00,20.73,51.46,13.81,13.99,0.00,687.15
"70416","710130",БОГОШЕВО,BOGOŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,8.17,52.51,30.01,9.31,0.00,732.82
"70432","712205",ТЕСОВИШТЕ,TESOVIŠTE,ВРАЊЕ,VRANJE,0.00,0.00,25.26,36.68,38.06,0.00,924.10
"70432","711411",ГУМЕРИШТЕ,GUMERIŠTE,ВРАЊЕ,VRANJE,0.00,0.00,51.32,43.96,4.72,0.00,796.13
"71137","741361",РЂАВИЦА,RĐAVICA,СУРДУЛИЦА,SURDULICA,0.00,0.44,51.70,33.80,14.06,0.00,799.17
"70416","710474",ОСТРОВИЦА,OSTROVICA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.02,70.97,29.01,0.00,0.00,746.89
"70351","708097",ПРИБОВЦЕ,PRIBOVCE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,4.12,48.86,47.02,0.00,990.14
"70432","711888",ОБЛИЧКА СЕНА,OBLIČKA SENA,ВРАЊЕ,VRANJE,0.00,0.00,0.58,37.54,61.88,0.00,1047.00
"71137","741370",СТАЈКОВЦЕ,STAJKOVCE,СУРДУЛИЦА,SURDULICA,0.00,0.76,46.17,28.29,24.78,0.00,845.58
"70416","710601",СТУБАЛ,STUBAL,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,69.41,30.59,0.00,0.00,0.00,444.41
"70416","710113",БЕЛАНОВЦЕ,BELANOVCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.18,40.43,41.51,17.89,0.00,840.89
"71137","741230",ЈЕЛАШНИЦА,JELAŠNICA,СУРДУЛИЦА,SURDULICA,0.00,57.74,29.89,7.96,4.41,0.00,545.22
"71137","741345",НОВО СЕЛО,NOVO SELO,СУРДУЛИЦА,SURDULICA,0.00,0.00,1.88,10.53,73.91,13.68,1260.33
"70416","710202",ГРАМАЂЕ,GRAMAĐE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,100.00,0.00,0.00,0.00,0.00,368.18
"71137","741426",ТОПЛИ ДО,TOPLI DO,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.45,69.89,29.66,1389.34
"70416","710296",ЈОВАЦ,JOVAC,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,21.11,67.35,11.33,0.21,0.00,606.87
"71137","741213",ДУГОЈНИЦА,DUGOJNICA,СУРДУЛИЦА,SURDULICA,0.00,78.08,21.92,0.00,0.00,0.00,474.15
"71137","741086",БОЖИЦА,BOŽICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,81.21,18.79,1352.76
"71137","741124",ВУЧАДЕЛЦЕ,VUČADELCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,2.18,17.79,67.02,13.01,1214.05
"70432","711519",ДРАГОБУЖДЕ,DRAGOBUŽDE,ВРАЊЕ,VRANJE,0.00,0.00,58.31,41.04,0.65,0.00,785.33
"70416","710610",СУВА МОРАВА,SUVA MORAVA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,81.96,18.04,0.00,0.00,0.00,427.09
"70432","712230",ТРСТЕНА,TRSTENA,ВРАЊЕ,VRANJE,0.00,0.00,10.34,58.47,31.18,0.00,950.19
"70416","710482",ПОЛОМ,POLOM,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,100.00,0.00,0.00,0.00,0.00,387.69
"70416","710539",РАВНА РЕКА,RAVNA REKA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,82.22,17.78,0.00,0.00,725.24
"71137","741043",АЛАКИНЦЕ,ALAKINCE,СУРДУЛИЦА,SURDULICA,0.00,98.31,1.69,0.00,0.00,0.00,439.76
"71137","746673",ГОРЊА КОЗНИЦА,GORNJA KOZNICA,СУРДУЛИЦА,SURDULICA,0.00,28.83,71.17,0.00,0.00,0.00,536.54
"70815","727377",ГРБАВЦЕ,GRBAVCE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,84.79,15.21,0.00,0.00,713.16
"71137","741256",КИЈЕВАЦ,KIJEVAC,СУРДУЛИЦА,SURDULICA,0.00,0.00,21.08,41.70,37.22,0.00,939.34
"71226","746681",ЈОВАНОВЦЕ,JOVANOVCE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,93.57,6.43,1342.28
"71137","741469",ЋУРКОВИЦА,ĆURKOVICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,41.09,45.59,13.32,0.00,832.84
"70416","710318",КАЦАПУН,KACAPUN,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,24.59,75.41,0.00,0.00,0.00,553.30
"71137","741094",ВЛАСИНА ОКРУГЛИЦА,VLASINA OKRUGLICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,2.68,89.81,7.51,1273.83
"71137","741248",КАЛАБОВЦЕ,KALABOVCE,СУРДУЛИЦА,SURDULICA,0.00,100.00,0.00,0.00,0.00,0.00,418.91
"70416","710121",БЕЛИШЕВО,BELIŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.13,75.26,20.91,3.70,0.00,734.27
"70416","710229",ДЕКУТИНЦЕ,DEKUTINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,100.00,0.00,0.00,0.00,0.00,399.54
"70432","712078",СМИЉЕВИЋ,SMILJEVIĆ,ВРАЊЕ,VRANJE,0.00,0.00,67.07,32.91,0.02,0.00,753.50
"70432","712027",РОЖДАЦЕ,ROŽDACE,ВРАЊЕ,VRANJE,0.00,0.00,27.14,37.42,35.44,0.00,913.18
"71137","741183",ДОЊЕ РОМАНОВЦЕ,DONJE ROMANOVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,56.60,25.26,18.14,0.00,805.17
