MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,Mean_ELEV,P_0–14,P_15–39,P_40–64,P_65+,TDR
"70670","721301",МОДРИЦА,MODRICA,КРУШЕВАЦ,KRUŠEVAC,215.43,12.53,29.33,37.86,20.28,48.85
"70670","721549",СУШИЦА,SUŠICA,КРУШЕВАЦ,KRUŠEVAC,265.37,15.03,29.81,33.54,21.61,57.84
"70653","720038",ПРЕДОЛЕ,PREDOLE,КРАЉЕВО,KRALJEVO,1038.19,5.00,20.00,33.75,41.25,86.05
"71242","745871",ПАКОВРАЋЕ,PAKOVRAĆE,ЧАЧАК,ČAČAK,402.93,13.99,26.93,36.12,22.96,58.61
"70742","725943",ДУЧАЛОВИЋИ,DUČALOVIĆI,ЛУЧАНИ,LUČANI,546.44,5.00,20.00,40.83,34.17,64.38
"71242","745855",ОВЧАР БАЊА,OVČAR BANJA,ЧАЧАК,ČAČAK,294.10,5.74,22.95,45.90,25.41,45.24
"71315","729566",СУПОВАЦ,SUPOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,301.87,6.98,24.42,41.57,27.03,51.54
"70017","700509",РОКЦИ,ROKCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,1054.18,5.88,11.76,30.88,51.47,134.48
"70017","700355",ЛЕСЕНОВЦИ,LESENOVCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,526.41,10.60,25.83,37.09,26.49,58.95
"70262","705381",КАЧАПОР,KAČAPOR,БЛАЦЕ,BLACE,577.70,10.17,27.12,28.81,33.90,78.79
"71072","739928",ПРАЉА,PRALJA,СЈЕНИЦА,SJENICA,1230.33,6.25,31.25,43.75,18.75,33.33
"70653","720135",РУДЊАК,RUDNJAK,КРАЉЕВО,KRALJEVO,847.48,4.37,19.67,43.17,32.79,59.13
"70025","700797",ГЛОГОВИЦА,GLOGOVICA,АЛЕКСИНАЦ,ALEKSINAC,223.80,17.22,32.84,34.08,15.86,49.44
"70602","717398",ГОРЊА СОКОЛОВИЦА,GORNJA SOKOLOVICA,КЊАЖЕВАЦ,KNJAŽEVAC,457.33,0.00,0.00,31.58,68.42,216.67
"70025","700924",ДОЊА ПЕШЧАНИЦА,DONJA PEŠČANICA,АЛЕКСИНАЦ,ALEKSINAC,235.67,12.50,27.08,35.42,25.00,60.00
"71064","738913",ЛОЗАН,LOZAN,СВРЉИГ,SVRLJIG,809.08,0.84,8.40,29.41,61.34,164.44
"71315","729612",ЧАМУРЛИЈА,ČAMURLIJA,ЦРВЕНИ КРСТ,CRVENI KRST,280.48,12.64,34.84,36.10,16.43,40.97
"70602","717932",СТАЊИНАЦ,STANJINAC,КЊАЖЕВАЦ,KNJAŽEVAC,609.04,0.00,1.89,28.30,69.81,231.25
"70017","700410",ПАРЧИН,PARČIN,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,370.13,15.64,29.38,31.28,23.70,64.84
"70653","719773",ЛОЗНО,LOZNO,КРАЉЕВО,KRALJEVO,480.51,14.04,27.19,36.84,21.93,56.16
"70823","727822",БРЕСТ,BREST,МЕРОШИНА,MEROŠINA,262.52,14.26,27.61,37.66,20.48,53.22
"71072","740012",СТРАЈИНИЋЕ,STRAJINIĆE,СЈЕНИЦА,SJENICA,1087.13,35.00,25.00,20.00,20.00,122.22
"71021","737003",БРВЕНИЦА,BRVENICA,РАШКА,RAŠKA,591.52,9.24,26.51,36.55,27.71,58.60
"70980","734888",МЕЂАНИ,MEĐANI,ПРИЈЕПОЉЕ,PRIJEPOLJE,1160.72,0.00,11.36,38.64,50.00,100.00
"70017","700363",ЛЕСКОВИЦА,LESKOVICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,649.06,14.52,29.84,33.47,22.18,57.96
"70866","729710",БУРАЂА,BURAĐA,НОВА ВАРОШ,NOVA VAROŠ,1027.08,12.08,17.87,38.65,31.40,76.92
"71145","741604",ДУБОКО,DUBOKO,УЖИЦЕ,UŽICE,655.12,13.92,29.13,39.15,17.81,46.46
"70025","700878",ГРЕДЕТИН,GREDETIN,АЛЕКСИНАЦ,ALEKSINAC,254.50,10.95,28.20,35.62,25.23,56.69
"70343","707066",БРУС,BRUS,БРУС,BRUS,430.78,14.39,32.77,38.74,14.11,39.85
"70980","734837",КОШЕВИНЕ,KOŠEVINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,725.83,15.42,33.75,36.02,14.80,43.32
"71307","729442",ПАСЈАЧА,PASJAČA,ПАНТЕЛЕЈ,PANTELEJ,439.11,6.39,16.44,35.62,41.55,92.11
"71323","729558",СУВИ ДО,SUVI DO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),280.53,12.67,33.37,37.03,16.93,42.05
"70084","703265",ЛАНИШТЕ,LANIŠTE,БЕЛА ПАЛАНКА,BELA PALANKA,430.21,6.82,15.91,34.09,43.18,100.00
"70971","734292",СОЧИЦЕ,SOČICE,ПРИБОЈ,PRIBOJ,895.83,12.89,29.33,38.22,19.56,48.03
"70017","700380",МРМОШ,MRMOŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,243.52,12.34,28.61,34.51,24.54,58.42
"70670","720739",ВЕЛИКИ ШИЉЕГОВАЦ,VELIKI ŠILJEGOVAC,КРУШЕВАЦ,KRUŠEVAC,266.70,13.22,29.60,37.91,19.27,48.13
"70980","735213",ЧАДИЊЕ,ČADINJE,ПРИЈЕПОЉЕ,PRIJEPOLJE,764.96,16.83,34.32,34.65,14.19,44.98
"71315","728985",ВРТИШТЕ,VRTIŠTE,ЦРВЕНИ КРСТ,CRVENI KRST,226.00,13.94,31.92,36.51,17.63,46.12
"70262","705527",ПРИДВОРИЦА,PRIDVORICA,БЛАЦЕ,BLACE,657.16,16.48,15.38,29.67,38.46,121.95
"70971","734217",ПЛАШЋЕ,PLAŠĆE,ПРИБОЈ,PRIBOJ,903.86,8.16,12.24,36.73,42.86,104.17
"70564","716103",ДЕВИЋИ,DEVIĆI,ИВАЊИЦА,IVANJICA,809.48,10.32,26.45,49.03,14.19,32.48
"71021","737224",КУРИЋИ,KURIĆI,РАШКА,RAŠKA,740.90,9.86,28.17,39.44,22.54,47.92
"71072","740047",СУГУБИНЕ,SUGUBINE,СЈЕНИЦА,SJENICA,1167.54,18.71,34.84,32.90,13.55,47.62
"71021","736899",БЕЛА СТЕНА,BELA STENA,РАШКА,RAŠKA,523.01,10.03,27.29,39.82,22.86,49.01
"70998","735876",ЈУГОВАЦ,JUGOVAC,ПРОКУПЉЕ,PROKUPLJE,413.03,16.52,20.00,30.43,33.04,98.28
"71285","729370",НИШКА БАЊА,NIŠKA BANJA,НИШКА БАЊА,NIŠKA BANJA,237.31,12.42,30.53,36.85,20.21,48.42
"70998","735957",КРЊИ ГРАД,KRNJI GRAD,ПРОКУПЉЕ,PROKUPLJE,442.37,14.29,14.29,25.71,45.71,150.00
"71021","737518",ТРНАВА,TRNAVA,РАШКА,RAŠKA,712.26,14.16,26.94,36.07,22.83,58.70
"70670","721212",МАЛА ВРБНИЦА,MALA VRBNICA,КРУШЕВАЦ,KRUŠEVAC,212.32,16.99,28.96,32.05,22.01,63.92
"70670","720631",БОЈИНЦЕ,BOJINCE,КРУШЕВАЦ,KRUŠEVAC,284.27,12.50,25.00,37.50,25.00,60.00
"70602","717908",СВРЉИШКА ТОПЛА,SVRLJIŠKA TOPLA,КЊАЖЕВАЦ,KNJAŽEVAC,508.18,0.00,3.80,15.19,81.01,426.67
"70025","701254",РСОВАЦ,RSOVAC,АЛЕКСИНАЦ,ALEKSINAC,555.26,8.00,11.64,32.36,48.00,127.27
"70653","719358",БОЈАНИЋИ,BOJANIĆI,КРАЉЕВО,KRALJEVO,498.81,11.27,21.13,36.62,30.99,73.17
"70564","716219",КОВИЉЕ,KOVILJE,ИВАЊИЦА,IVANJICA,967.65,0.00,44.44,27.78,27.78,38.46
"70866","729655",АКМАЧИЋИ,AKMAČIĆI,НОВА ВАРОШ,NOVA VAROŠ,1084.64,15.00,30.88,33.53,20.59,55.25
"70998","735477",ВЕЛИКА ПЛАНА,VELIKA PLANA,ПРОКУПЉЕ,PROKUPLJE,745.55,5.53,17.39,30.04,47.04,110.83
"71307","729396",ОРЕОВАЦ,OREOVAC,ПАНТЕЛЕЈ,PANTELEJ,674.36,6.35,20.74,40.13,32.78,64.29
"71072","740241",ШТАВАЉ,ŠTAVALJ,СЈЕНИЦА,SJENICA,1199.39,16.79,29.10,27.24,26.87,77.48
"70343","707236",ДУПЦИ,DUPCI,БРУС,BRUS,463.11,11.11,28.61,38.06,22.22,50.00
"70025","701297",СТАНЦИ,STANCI,АЛЕКСИНАЦ,ALEKSINAC,323.12,8.05,21.26,29.89,40.80,95.51
"70017","700134",ВРБНИЦА,VRBNICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,227.47,10.49,26.11,36.13,27.27,60.67
"70670","721565",ТРЕБОТИН,TREBOTIN,КРУШЕВАЦ,KRUŠEVAC,190.37,13.25,27.71,35.80,23.24,57.45
"71064","739138",ШЉИВОВИК,ŠLJIVOVIK,СВРЉИГ,SVRLJIG,461.38,15.38,23.08,30.77,30.77,85.71
"70602","717711",МИЉКОВАЦ,MILJKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,560.08,0.00,0.00,23.26,76.74,330.00
"71021","737305",НОСОЉИН,NOSOLJIN,РАШКА,RAŠKA,613.14,7.14,29.76,35.12,27.98,54.13
"70998","735973",МАЂЕРЕ,MAĐERE,ПРОКУПЉЕ,PROKUPLJE,341.63,10.73,18.77,38.31,32.18,75.17
"70998","735914",КОНЧИЋ,KONČIĆ,ПРОКУПЉЕ,PROKUPLJE,349.76,6.67,14.29,32.38,46.67,114.29
"70998","736279",РЕСИНАЦ,RESINAC,ПРОКУПЉЕ,PROKUPLJE,345.11,13.04,25.54,29.89,31.52,80.39
"70262","705250",ВРБОВАЦ,VRBOVAC,БЛАЦЕ,BLACE,516.56,7.95,22.52,33.77,35.76,77.65
"70343","707368",КОВИОЦИ,KOVIOCI,БРУС,BRUS,381.92,5.51,23.62,35.43,35.43,69.33
"70564","716316",МЕДОВИНЕ,MEDOVINE,ИВАЊИЦА,IVANJICA,1300.59,7.14,12.24,28.57,52.04,145.00
"70084","703303",МИРАНОВАЧКА КУЛА,MIRANOVAČKA KULA,БЕЛА ПАЛАНКА,BELA PALANKA,590.18,0.00,0.00,11.11,88.89,800.00
"71170","742686",БУЧЈЕ,BUČJE,ТРСТЕНИК,TRSTENIK,459.71,10.00,23.93,37.14,28.93,63.74
"70602","717754",ОРЕШАЦ,OREŠAC,КЊАЖЕВАЦ,KNJAŽEVAC,433.08,6.25,20.22,34.93,38.60,81.33
"70343","707562",ТРШАНОВЦИ,TRŠANOVCI,БРУС,BRUS,524.59,15.25,32.24,38.65,13.86,41.08
"70670","720704",ВЕЛИКА ЛОМНИЦА,VELIKA LOMNICA,КРУШЕВАЦ,KRUŠEVAC,297.08,11.45,26.26,38.83,23.46,53.62
"70670","720941",ЖАБАРЕ,ŽABARE,КРУШЕВАЦ,KRUŠEVAC,247.00,11.85,24.04,34.49,29.62,70.83
"71072","739910",ПОНОРАЦ,PONORAC,СЈЕНИЦА,SJENICA,1163.12,24.46,29.18,32.62,13.73,61.81
"71285","729191",ЈЕЛАШНИЦА,JELAŠNICA,НИШКА БАЊА,NIŠKA BANJA,323.00,14.15,30.19,35.35,20.31,52.59
"70262","705543",СИБНИЦА,SIBNICA,БЛАЦЕ,BLACE,577.63,12.26,22.89,35.42,29.43,71.50
"70343","707210",ДРЕНОВА,DRENOVA,БРУС,BRUS,659.29,8.86,20.25,41.77,29.11,61.22
"70084","703133",ДОЛАЦ (НАСЕЉЕ),DOLAC (NASELJE),БЕЛА ПАЛАНКА,BELA PALANKA,265.66,6.67,25.52,34.02,33.79,67.95
"71021","737470",СЕБИМИЉЕ,SEBIMILJE,РАШКА,RAŠKA,1006.79,4.82,15.66,30.12,49.40,118.42
"71021","737178",КОПАОНИК,KOPAONIK,РАШКА,RAŠKA,1550.94,5.26,10.53,47.37,36.84,72.73
"70980","734772",КАШИЦЕ,KAŠICE,ПРИЈЕПОЉЕ,PRIJEPOLJE,1068.56,5.63,19.72,32.39,42.25,91.89
"71072","739235",БОЖОВ ПОТОК,BOŽOV POTOK,СЈЕНИЦА,SJENICA,1331.57,12.61,24.32,36.04,27.03,65.67
"71307","728977",ВРЕЛО,VRELO,ПАНТЕЛЕЈ,PANTELEJ,549.43,9.78,28.89,36.44,24.89,53.06
"70874","730491",КУЗМИЧЕВО,KUZMIČEVO,НОВИ ПАЗАР,NOVI PAZAR,1198.43,10.10,23.23,27.27,39.39,98.00
"70262","705454",МУЗАЋЕ,MUZAĆE,БЛАЦЕ,BLACE,733.52,2.25,11.24,40.45,46.07,93.48
"71072","739316",ВЕСКОВИЋЕ,VESKOVIĆE,СЈЕНИЦА,SJENICA,1084.48,18.75,25.00,35.42,20.83,65.52
"71323","728004",МРАМОР,MRAMOR,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),212.87,12.76,31.65,37.48,18.11,44.65
"70904","731307",БОШЊАНЕ,BOŠNJANE,ПАРАЋИН,PARAĆIN,211.96,14.33,28.45,36.11,21.12,54.92
"71145","741647",КАМЕНИЦА,KAMENICA,УЖИЦЕ,UŽICE,485.75,6.82,24.09,42.27,26.82,50.68
"70971","734250",ПРИБОЈСКЕ ЧЕЛИЦЕ,PRIBOJSKE ČELICE,ПРИБОЈ,PRIBOJ,756.20,13.64,24.55,36.36,25.45,64.18
"70866","729868",МИШЕВИЋИ,MIŠEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,1217.02,7.50,8.75,33.75,50.00,135.29
"71315","729167",ДОЊИ КОМРЕН,DONJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,279.14,17.03,32.92,36.29,13.76,44.50
"71021","737127",ЗАРЕВО,ZAREVO,РАШКА,RAŠKA,759.85,5.06,17.72,30.38,46.84,107.89
"70602","718025",ЋУШТИЦА,ĆUŠTICA,КЊАЖЕВАЦ,KNJAŽEVAC,899.41,3.01,4.82,38.55,53.61,130.56
"71072","740209",ЧЕДОВО,ČEDOVO,СЈЕНИЦА,SJENICA,1030.68,10.00,24.29,34.29,31.43,70.73
"71323","729159",ДОЊЕ МЕЂУРОВО,DONJE MEĐUROVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),182.60,14.81,32.81,35.77,16.61,45.81
"71307","792012",НИШ (ПАНТЕЛЕЈ),NIŠ (PANTELEJ),ПАНТЕЛЕЈ,PANTELEJ,217.53,14.81,35.00,34.64,15.55,43.59
"70084","703214",КОЗЈА,KOZJA,БЕЛА ПАЛАНКА,BELA PALANKA,919.22,0.00,0.00,21.05,78.95,375.00
"70602","717444",ДЕЈАНОВАЦ,DEJANOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,766.16,0.00,6.67,13.33,80.00,400.00
"70041","701645",БОГОЈЕВИЋИ,BOGOJEVIĆI,АРИЉЕ,ARILJE,432.11,15.77,29.97,34.70,19.56,54.63
"70742","725994",КОТРАЖА,KOTRAŽA,ЛУЧАНИ,LUČANI,557.28,15.88,28.41,37.59,18.11,51.50
"70378","709336",ЦЕРНИЦА,CERNICA,ВАРВАРИН,VARVARIN,275.33,11.29,22.58,38.71,27.42,63.16
"70017","700495",РОГАВЧИНА,ROGAVČINA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,1070.95,6.84,16.24,39.32,37.61,80.00
"70980","735108",СЕДОБРО,SEDOBRO,ПРИЈЕПОЉЕ,PRIJEPOLJE,859.99,15.79,32.57,35.86,15.79,46.15
"70564","716022",ВАСИЉЕВИЋИ,VASILJEVIĆI,ИВАЊИЦА,IVANJICA,1121.74,8.51,17.02,48.94,25.53,51.61
"70343","707457",ОСРЕЦИ,OSRECI,БРУС,BRUS,926.30,9.69,26.44,38.74,25.13,53.41
"70653","719315",БАПСКО ПОЉЕ,BAPSKO POLJE,КРАЉЕВО,KRALJEVO,208.29,14.52,31.05,34.27,20.16,53.09
"71242","745952",РАЈАЦ,RAJAC,ЧАЧАК,ČAČAK,535.87,10.89,16.50,34.65,37.95,95.48
"70653","719838",МЕЉАНИЦА,MELJANICA,КРАЉЕВО,KRALJEVO,658.87,14.56,26.58,36.71,22.15,58.00
"70602","717274",ВАЛЕВАЦ,VALEVAC,КЊАЖЕВАЦ,KNJAŽEVAC,349.52,9.35,17.76,35.05,37.85,89.38
"71030","737674",КАЛУДРА,KALUDRA,РЕКОВАЦ,REKOVAC,413.80,7.45,13.83,35.46,43.26,102.88
"70955","733547",СВРАЧКОВО,SVRAČKOVO,ПОЖЕГА,POŽEGA,615.87,8.33,8.33,33.33,50.00,140.00
"71064","738859",ЂУРИНАЦ,ĐURINAC,СВРЉИГ,SVRLJIG,605.77,11.11,22.75,32.28,33.86,81.73
"71242","745839",МРЧАЈЕВЦИ,MRČAJEVCI,ЧАЧАК,ČAČAK,239.11,15.25,29.02,35.09,20.64,55.98
"70971","734098",ЗАГРАДИНА,ZAGRADINA,ПРИБОЈ,PRIBOJ,798.26,14.19,25.16,41.29,19.35,50.49
"71145","741639",ЗЛАКУСА,ZLAKUSA,УЖИЦЕ,UŽICE,510.43,13.26,30.40,37.26,19.08,47.80
"70653","720259",ТРГОВИШТЕ,TRGOVIŠTE,КРАЉЕВО,KRALJEVO,524.25,0.00,0.00,28.57,71.43,250.00
"71170","742724",ГОРЊА ОМАШНИЦА,GORNJA OMAŠNICA,ТРСТЕНИК,TRSTENIK,297.56,9.02,23.12,38.53,29.32,62.20
"70670","721310",МУДРАКОВАЦ,MUDRAKOVAC,КРУШЕВАЦ,KRUŠEVAC,188.33,14.76,36.22,38.63,10.40,33.61
"70025","700703",БРАДАРАЦ,BRADARAC,АЛЕКСИНАЦ,ALEKSINAC,237.28,8.80,17.13,41.20,32.87,71.43
"70602","717827",ПОНОР,PONOR,КЊАЖЕВАЦ,KNJAŽEVAC,605.83,0.00,0.00,9.09,90.91,1000.00
"70262","705276",ГОРЊА ЈОШАНИЦА,GORNJA JOŠANICA,БЛАЦЕ,BLACE,781.39,8.24,17.98,35.21,38.58,88.03
"71021","736945",БИНИЋЕ,BINIĆE,РАШКА,RAŠKA,1042.67,4.42,9.73,23.01,62.83,205.41
"71064","739014",ПЕРИШ,PERIŠ,СВРЉИГ,SVRLJIG,806.75,1.60,7.20,25.60,65.60,204.88
"70564","716308",МАСКОВА,MASKOVA,ИВАЊИЦА,IVANJICA,1026.03,12.50,20.31,36.98,30.21,74.55
"70866","729965",ТРУДОВО,TRUDOVO,НОВА ВАРОШ,NOVA VAROŠ,1184.20,5.13,6.41,33.33,55.13,151.61
"71170","743062",РИЂЕВШТИЦА,RIĐEVŠTICA,ТРСТЕНИК,TRSTENIK,492.64,16.59,31.01,31.73,20.67,59.39
"70670","721514",СТАНЦИ,STANCI,КРУШЕВАЦ,KRUŠEVAC,269.72,10.95,25.07,36.89,27.09,61.40
"70564","716324",МЕЂУРЕЧЈЕ,MEĐUREČJE,ИВАЊИЦА,IVANJICA,561.26,14.58,31.94,36.11,17.36,46.94
"70980","734659",ЗАЛУГ,ZALUG,ПРИЈЕПОЉЕ,PRIJEPOLJE,560.70,18.17,36.27,36.76,8.80,36.93
"70653","719897",МИЛОЧАЈ,MILOČAJ,КРАЉЕВО,KRALJEVO,293.25,13.74,29.24,34.15,22.87,57.74
"70653","719927",МРСАЋ,MRSAĆ,КРАЉЕВО,KRALJEVO,212.82,13.54,28.92,38.56,18.97,48.19
"70602","717487",ДОЊЕ ЗУНИЧЕ,DONJE ZUNIČE,КЊАЖЕВАЦ,KNJAŽEVAC,348.32,10.96,22.46,39.57,27.01,61.21
"70866","729795",ДРАГЛИЦА,DRAGLICA,НОВА ВАРОШ,NOVA VAROŠ,1101.64,8.09,17.92,32.95,41.04,96.59
"71196","744263",МОЈСИЊЕ,MOJSINJE,ЋИЋЕВАЦ,ĆIĆEVAC,291.87,0.00,5.88,29.41,64.71,183.33
"70670","721204",МАКРЕШАНЕ,MAKREŠANE,КРУШЕВАЦ,KRUŠEVAC,265.46,11.17,28.22,38.97,21.64,48.84
"70670","720798",ГАВЕЗ,GAVEZ,КРУШЕВАЦ,KRUŠEVAC,213.92,3.36,29.41,38.66,28.57,46.91
"70025","701203",ПОРОДИН,PORODIN,АЛЕКСИНАЦ,ALEKSINAC,579.32,8.74,20.39,39.81,31.07,66.13
"71315","729345",МИЉКОВАЦ,MILJKOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,286.42,6.59,22.53,44.51,26.37,49.18
"70653","720127",РУДНО,RUDNO,КРАЉЕВО,KRALJEVO,1114.02,11.85,25.12,36.02,27.01,63.57
"71315","729426",ПАЉИНА,PALJINA,ЦРВЕНИ КРСТ,CRVENI KRST,328.33,14.53,24.79,36.32,24.36,63.64
"70980","735078",ПРИЈЕПОЉЕ,PRIJEPOLJE,ПРИЈЕПОЉЕ,PRIJEPOLJE,527.26,15.50,33.24,35.93,15.33,44.58
"70025","701084",КУЛИНА,KULINA,АЛЕКСИНАЦ,ALEKSINAC,449.97,11.54,61.46,18.00,9.00,25.85
"71315","729124",ДОЊА ТРНАВА,DONJA TRNAVA,ЦРВЕНИ КРСТ,CRVENI KRST,172.73,11.59,28.90,34.00,25.50,58.97
"71064","738735",БУРДИМО,BURDIMO,СВРЉИГ,SVRLJIG,558.87,2.08,7.96,25.26,64.71,201.04
"70866","729817",ДРМАНОВИЋИ,DRMANOVIĆI,НОВА ВАРОШ,NOVA VAROŠ,1295.09,9.89,27.75,42.31,20.05,42.75
"70025","700657",БАНКОВАЦ,BANKOVAC,АЛЕКСИНАЦ,ALEKSINAC,206.68,13.91,31.13,35.10,19.87,51.00
"70378","709271",ОБРЕЖ,OBREŽ,ВАРВАРИН,VARVARIN,168.06,14.04,28.48,34.62,22.86,58.49
"70653","719862",МИЛАКОВАЦ,MILAKOVAC,КРАЉЕВО,KRALJEVO,290.25,14.77,27.54,34.93,22.75,60.06
"71170","742945",МИЈАЈЛОВАЦ,MIJAJLOVAC,ТРСТЕНИК,TRSTENIK,368.24,10.59,25.66,37.68,26.07,57.88
"70041","701807",РАДОШЕВО,RADOŠEVO,АРИЉЕ,ARILJE,743.93,12.24,23.43,39.51,24.83,58.89
"70653","719463",ВРДИЛА,VRDILA,КРАЉЕВО,KRALJEVO,285.00,12.19,27.43,37.63,22.74,53.69
"70378","709247",МАЛА КРУШЕВИЦА,MALA KRUŠEVICA,ВАРВАРИН,VARVARIN,375.61,9.02,25.82,35.66,29.51,62.67
"70653","719579",ДРАЖИНИЋЕ,DRAŽINIĆE,КРАЉЕВО,KRALJEVO,960.98,6.33,18.99,39.24,35.44,71.74
"70017","700525",СТАЊЕВО,STANJEVO,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,349.13,13.09,32.97,38.76,15.18,39.42
"70602","717568",ИНОВО,INOVO,КЊАЖЕВАЦ,KNJAŽEVAC,527.09,3.39,6.78,50.85,38.98,73.53
"71242","745715",КОЊЕВИЋИ,KONJEVIĆI,ЧАЧАК,ČAČAK,231.92,13.97,30.85,38.53,16.65,44.13
"71242","745430",БАЛУГА (ЉУБИЋСКА),BALUGA (LJUBIĆSKA),ЧАЧАК,ČAČAK,230.21,14.70,32.05,36.87,16.39,45.10
"70319","706230",ВАЛАКОЊЕ,VALAKONJE,БОЉЕВАЦ,BOLJEVAC,344.09,11.32,23.84,37.08,27.76,64.17
"71030","737569",БЕЛУШИЋ,BELUŠIĆ,РЕКОВАЦ,REKOVAC,311.41,9.39,24.72,38.94,26.95,57.09
"70670","721166",ЛУКАВАЦ,LUKAVAC,КРУШЕВАЦ,KRUŠEVAC,196.95,15.99,34.94,31.60,17.47,50.28
"70971","734268",РАЧА,RAČA,ПРИБОЈ,PRIBOJ,728.71,14.50,32.77,38.97,13.76,39.39
"70602","717533",ЖУКОВАЦ,ŽUKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,349.50,1.59,7.94,22.22,68.25,231.58
"70041","701840",ЦЕРОВА,CEROVA,АРИЉЕ,ARILJE,442.93,17.62,32.60,34.64,15.15,48.73
"71030","737712",ЛОМНИЦА,LOMNICA,РЕКОВАЦ,REKOVAC,290.01,9.79,22.38,34.27,33.57,76.54
"70602","717894",РЕПУШНИЦА,REPUŠNICA,КЊАЖЕВАЦ,KNJAŽEVAC,922.91,9999.00,9999.00,9999.00,9999.00,9999.00
"70602","718076",ШТРБАЦ,ŠTRBAC,КЊАЖЕВАЦ,KNJAŽEVAC,431.97,1.31,13.07,37.25,48.37,98.70
"70742","725919",ДЉИН,DLJIN,ЛУЧАНИ,LUČANI,457.94,12.19,28.88,37.33,21.60,51.05
"71170","742791",ДОЊА ЦРНИШАВА,DONJA CRNIŠAVA,ТРСТЕНИК,TRSTENIK,245.67,12.78,28.33,35.56,23.33,56.52
"70564","716014",БУДОЖЕЉА,BUDOŽELJA,ИВАЊИЦА,IVANJICA,882.05,9.35,26.17,34.58,29.91,64.62
"70025","701017",ЈАСЕЊЕ,JASENJE,АЛЕКСИНАЦ,ALEKSINAC,175.97,9.20,22.41,36.21,32.18,70.59
"70564","716367",ОСОНИЦА,OSONICA,ИВАЊИЦА,IVANJICA,963.47,15.19,27.97,35.32,21.52,58.00
"70602","717835",ПОТРКАЊЕ,POTRKANJE,КЊАЖЕВАЦ,KNJAŽEVAC,255.86,1.39,8.33,33.33,56.94,140.00
"70602","717240",БОЖИНОВАЦ,BOŽINOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,793.78,0.00,0.00,29.41,70.59,240.00
"70971","734314",ХЕРЦЕГОВАЧКА ГОЛЕША,HERCEGOVAČKA GOLEŠA,ПРИБОЈ,PRIBOJ,736.72,8.68,21.22,35.37,34.73,76.70
"70602","717312",ВИНА,VINA,КЊАЖЕВАЦ,KNJAŽEVAC,489.38,10.62,20.55,35.27,33.56,79.14
"70459","712469",РУЂИНЦИ,RUĐINCI,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,302.59,15.29,32.52,34.31,17.88,49.64
"71129","740861",ЛЕВОВИК,LEVOVIK,СОКОБАЊА,SOKOBANJA,725.00,11.49,20.27,36.49,31.76,76.19
"70602","717541",ЗОРУНОВАЦ,ZORUNOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,635.09,3.74,14.02,38.32,43.93,91.07
"70971","734241",ПРИБОЈСКА ГОЛЕША,PRIBOJSKA GOLEŠA,ПРИБОЈ,PRIBOJ,951.25,0.00,16.10,41.53,42.37,73.53
"70670","720992",ЈАСИКА,JASIKA,КРУШЕВАЦ,KRUŠEVAC,208.39,13.85,29.37,38.12,18.67,48.17
"70459","712485",ШТУЛАЦ,ŠTULAC,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,206.63,13.16,29.79,38.90,18.14,45.58
"70602","717967",СТОГАЗОВАЦ,STOGAZOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,455.86,4.81,15.38,25.96,53.85,141.86
"70564","716286",ЛУКЕ,LUKE,ИВАЊИЦА,IVANJICA,758.17,15.12,25.24,38.98,20.66,55.72
"70602","717851",РАВНА,RAVNA,КЊАЖЕВАЦ,KNJAŽEVAC,305.65,1.82,10.91,30.91,56.36,139.13
"70041","701637",БЈЕЛУША,BJELUŠA,АРИЉЕ,ARILJE,1013.81,7.52,21.46,39.16,31.86,64.96
"70459","712370",ВУКУШИЦА,VUKUŠICA,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,331.07,19.03,30.09,32.30,18.58,60.28
"70670","720658",БРАЈКОВАЦ,BRAJKOVAC,КРУШЕВАЦ,KRUŠEVAC,262.20,13.79,30.41,38.56,17.24,45.00
